fifa_id,name,squad_id,team,position,price,status,total_points,avg_points,matches_played,percent_selected,round_1_points,round_2_points,round_3_points,round_4_points,next_fixture,betano_matched_name,betano_match_score,anytime_scorer_odd,anytime_scorer_prob,first_scorer_odd,first_scorer_prob,last_scorer_odd,match_home,match_away,is_home,opponent,match_home_win_odd,match_draw_odd,match_away_win_odd,match_btts_prob,match_over_25_odd,match_over_25_prob,match_over_35_odd,team_over_05_odd,team_over_15_odd,team_score_prob,team_score_2_prob,team_cs_prob,team_qualify_odd,team_win2_odd,opp_over_05_odd,opp_score_prob,opp_cs_prob,stat_GS,stat_AS,stat_CS,stat_GC,stat_MP,stat_YC,stat_RC,stat_ST,stat_SB,stat_CC,stat_PS,stat_T,stat_S,stat_SXI,stat_OG,stat_PC,stat_PW,stat_FK,fbref_MP,fbref_Starts,fbref_Min,fbref_90s,fbref_Gls,fbref_Ast,fbref_G+A,fbref_G-PK,fbref_TklW,fbref_Int,fbref_GA,fbref_Saves,fbref_CS,fbref_PKA,fbref_PKsv,fbref_CrdY,fbref_CrdR,fbref_PK,fbref_PKatt,fbref_SoTA,fbref_PKm,fbref_Sh,fbref_SoT,fbref_Fls,fbref_Fld,fbref_Off,fbref_Crs,fbref_OG,fbref_2CrdY,fbref_Save%,fbref_CS%,fbref_GA90,fbref_SoT%,fbref_Sh/90,fbref_SoT/90,fbref_G/Sh,fbref_G/SoT,fbref_Pos,fbref_Squad,fbref_Comp,fbref_Age,fbref_fbref_multi_club,fbref_matched_player,fbref_match_dist
54,Exequiel Palacios,2,Argentina,MID,6.0,playing,3,3.0,1,0.2,,,3.0,,80.0,Exequiel Palacios,100.0,5.4,0.1852,14.0,0.0714,14.0,Argentina,Cabo Verde,True,Cabo Verde,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,1.06,1.31,0.852,0.7634,0.6204,1.05,1.14,2.37,0.3796,0.148,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18,12,1099,12.2,0,1,1,0,9,10,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,10,2,6,18,0,2,0,0,,,,20.0,0.82,0.16,0.0,0.0,MF,Leverkusen,de Bundesliga,26.0,False,Exequiel Palacios,0
55,Thiago Almada,2,Argentina,MID,6.5,playing,6,2.0,3,0.3,1.0,4.0,1.0,,80.0,Thiago Almada,100.0,2.87,0.3484,6.8,0.1471,6.8,Argentina,Cabo Verde,True,Cabo Verde,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,1.06,1.31,0.852,0.7634,0.6204,1.05,1.14,2.37,0.3796,0.148,0.0,0.0,3.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27,16,1311,14.6,3,1,4,3,18,9,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0.0,0.0,21,10,13,16,2,40,0,0,,,,47.6,1.44,0.69,0.14,0.3,"MF,FW",Atlético Madrid,es La Liga,24.0,True,Thiago Almada,0
56,Alexis Mac Allister,2,Argentina,MID,6.6,playing,14,4.7,3,4.1,8.0,4.0,2.0,,80.0,Alexis Mac Allister,100.0,3.9,0.2564,9.75,0.1026,9.75,Argentina,Cabo Verde,True,Cabo Verde,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,1.06,1.31,0.852,0.7634,0.6204,1.05,1.14,2.37,0.3796,0.148,0.0,1.0,3.0,0.0,209.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,37,31,2658,29.5,2,4,6,2,27,18,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,52,12,35,32,0,20,0,0,,,,23.1,1.76,0.41,0.04,0.17,MF,Liverpool,eng Premier League,26.0,False,Alexis Mac Allister,0
57,Enzo Fernández,2,Argentina,MID,7.5,playing,7,3.5,2,2.7,4.0,3.0,,,80.0,Enzo Fernández,100.0,3.75,0.2667,9.25,0.1081,9.5,Argentina,Cabo Verde,True,Cabo Verde,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,1.06,1.31,0.852,0.7634,0.6204,1.05,1.14,2.37,0.3796,0.148,0.0,0.0,2.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36,35,3115,34.6,10,4,14,8,24,20,0.0,0.0,0.0,0.0,0.0,10,0,2,2,0.0,0.0,72,31,36,45,1,89,0,0,,,,43.1,2.08,0.9,0.11,0.26,MF,Chelsea,eng Premier League,24.0,False,Enzo Fernández,0
58,Jordan Bos,3,Australia,DEF,4.0,playing,18,6.0,3,0.7,9.0,0.0,9.0,,81.0,Jordan Bos,100.0,6.5,0.1538,13.0,0.0769,13.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,2.0,2.0,264.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Alessandro Circati,3,Australia,DEF,3.9,playing,18,6.0,3,0.2,9.0,0.0,9.0,,81.0,Alessandro Circati,100.0,14.5,0.069,32.0,0.0312,32.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,2.0,2.0,270.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,31,31,2664,29.6,1,0,1,1,25,27,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0.0,0.0,8,1,30,18,0,5,0,0,,,,12.5,0.27,0.03,0.13,1.0,DF,Parma,it Serie A,21.0,False,Alessandro Circati,0
61,Cameron Burgess,3,Australia,DEF,3.8,playing,7,3.5,2,0.2,9.0,-2.0,,,81.0,Cameron Burgess,100.0,15.5,0.0645,35.0,0.0286,35.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,1.0,2.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Milos Degenek,3,Australia,DEF,3.8,playing,0,0.0,0,0.0,,,,,81.0,Milos Degenek,100.0,15.5,0.0645,35.0,0.0286,35.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Aziz Behich,3,Australia,DEF,3.8,playing,10,5.0,2,0.0,1.0,,9.0,,81.0,Aziz Behich,100.0,9.25,0.1081,19.0,0.0526,19.5,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,2.0,0.0,96.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Jason Geria,3,Australia,DEF,3.7,playing,2,1.0,2,0.0,1.0,1.0,,,81.0,Jason Geria,100.0,15.5,0.0645,35.0,0.0286,35.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,2.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Kai Trewin,3,Australia,DEF,3.5,playing,0,0.0,0,0.4,,,,,81.0,Kai Trewin,100.0,9.75,0.1026,20.0,0.05,21.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Lucas Herrington,3,Australia,DEF,3.5,playing,9,9.0,1,0.3,,,9.0,,81.0,Lucas Herrington,100.0,11.0,0.0909,23.0,0.0435,24.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Nestory Irankunda,3,Australia,FWD,5.1,playing,13,4.3,3,0.4,10.0,1.0,2.0,,81.0,Nestory Irankunda,100.0,3.65,0.274,6.9,0.1449,6.9,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,1.0,0.0,3.0,0.0,190.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Nishan Velupillay,3,Australia,FWD,4.4,playing,2,1.0,2,0.0,1.0,1.0,,,81.0,Nishan Velupillay,100.0,4.65,0.2151,9.0,0.1111,9.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,1.0,2.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Jacob Italiano,3,Australia,DEF,4.2,playing,9,4.5,2,0.1,9.0,0.0,,,81.0,,,150.0,0.0067,,,,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,1.0,2.0,164.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Mathew Ryan,3,Australia,GK,4.1,playing,0,0.0,0,0.4,,,,,81.0,,,150.0,0.0067,,,,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,36,3240,36.0,0,0,0,0,1,1,56.0,124.0,9.0,3.0,1.0,4,0,0,0,176.0,0.0,2,0,0,1,0,0,0,0,69.9,25.0,1.56,0.0,0.06,0.0,0.0,,GK,Levante,es La Liga,33.0,False,Mathew Ryan,0
75,Paul Izzo,3,Australia,GK,3.6,playing,0,0.0,0,0.1,,,,,81.0,,,150.0,0.0067,,,,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Patrick Beach,3,Australia,GK,3.5,playing,21,7.0,3,4.7,11.0,1.0,9.0,,81.0,,,150.0,0.0067,,,,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,2.0,2.0,270.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Paul Okon,3,Australia,MID,4.7,playing,12,4.0,3,0.1,9.0,2.0,1.0,,81.0,Paul Okon Engstler,100.0,9.75,0.1026,20.0,0.05,21.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,1.0,2.0,2.0,168.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Connor Metcalfe,3,Australia,MID,5.3,playing,16,5.3,3,0.2,11.0,1.0,4.0,,81.0,Connor Metcalfe,100.0,4.65,0.2151,9.0,0.1111,9.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,1.0,0.0,3.0,0.0,225.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25,3,592,6.6,0,2,2,0,9,6,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,16,4,9,2,0,24,0,0,,,,25.0,2.43,0.61,0.0,0.0,"MF,FW",St Pauli,de Bundesliga,25.0,False,Connor Metcalfe,0
81,Aiden O'Neill,3,Australia,MID,5.4,playing,9,3.0,3,0.1,3.0,2.0,4.0,,81.0,Aiden O'Neill,100.0,9.75,0.1026,20.0,0.05,21.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,2.0,2.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Awer Mabil,3,Australia,MID,5.6,playing,0,0.0,0,0.0,,,,,81.0,Awer Mabil,100.0,4.65,0.2151,9.0,0.1111,9.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Ajdin Hrustic,3,Australia,MID,5.7,playing,1,1.0,1,0.0,,,1.0,,81.0,Ajdin Hrustic,100.0,4.65,0.2151,9.0,0.1111,9.0,Australia,Egypt,True,Egypt,3.3,2.9,2.47,0.4373,2.42,0.3648,4.05,1.52,3.25,0.5914,0.3077,0.345,1.98,3.1,1.38,0.655,0.4086,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,David Alaba,4,Austria,DEF,4.6,playing,7,2.3,3,1.3,1.0,2.0,4.0,,87.0,,,150.0,0.0067,,,,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,1.0,0.0,4.0,188.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,424,4.7,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,4,1,1,0,0,0,0,0,,,,25.0,0.85,0.21,0.0,0.0,DF,Real Madrid,es La Liga,33.0,False,David Alaba,0
86,Philipp Lienhart,4,Austria,DEF,4.3,playing,2,1.0,2,0.1,2.0,,0.0,,87.0,Philipp Lienhart,100.0,18.5,0.0541,50.0,0.02,55.0,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,14,1302,14.5,1,0,1,1,13,13,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0.0,0.0,8,2,7,8,2,13,0,1,,,,25.0,0.55,0.14,0.13,0.5,DF,Freiburg,de Bundesliga,29.0,False,Philipp Lienhart,0
87,Alexander Prass,4,Austria,DEF,4.3,playing,1,1.0,1,0.0,,1.0,,,87.0,Alexander Prass,100.0,12.0,0.0833,32.0,0.0312,32.0,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,12,1308,14.5,3,2,5,3,22,6,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,18,11,26,21,2,47,0,0,,,,61.1,1.24,0.76,0.17,0.27,MF,Hoffenheim,de Bundesliga,24.0,False,Alexander Prass,0
88,Kevin Danso,4,Austria,DEF,4.3,playing,3,1.0,3,0.2,1.0,1.0,1.0,,87.0,Kevin Danso,100.0,18.5,0.0541,50.0,0.02,55.0,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,1.0,3.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24,17,1494,16.6,0,0,0,0,13,25,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0.0,0.0,11,2,21,13,0,7,0,0,,,,18.2,0.66,0.12,0.0,0.0,DF,Tottenham Hotspur,eng Premier League,26.0,False,Kevin Danso,0
90,Stefan Posch,4,Austria,DEF,4.3,playing,2,0.7,3,0.1,2.0,0.0,0.0,,87.0,Stefan Posch,100.0,12.0,0.0833,32.0,0.0312,32.0,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,5.0,248.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,30,19,1788,19.9,1,0,1,1,25,25,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0.0,0.0,19,6,17,18,1,21,0,0,,,,37.5,1.83,0.69,0.13,0.33,DF,Como / Mainz 05,it Serie A,28.0,False,Stefan Posch,0
91,Phillipp Mwene,4,Austria,DEF,3.9,playing,1,0.5,2,0.0,1.0,,0.0,,87.0,Phillipp Mwene,100.0,18.5,0.0541,50.0,0.02,55.0,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,4.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29,24,2069,23.0,1,2,3,1,20,14,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,10,2,22,32,3,75,0,0,,,,20.0,0.43,0.09,0.1,0.5,MF,Mainz 05,de Bundesliga,31.0,False,Phillipp Mwene,0
92,Marco Friedl,4,Austria,DEF,4.3,playing,1,1.0,1,0.0,,1.0,,,87.0,Marco Friedl,100.0,18.5,0.0541,50.0,0.02,55.0,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,29,2546,28.3,1,0,1,1,24,35,0.0,0.0,0.0,0.0,0.0,9,1,0,0,0.0,0.0,8,2,17,16,1,15,0,0,,,,25.0,0.28,0.07,0.13,0.5,DF,Werder Bremen,de Bundesliga,27.0,False,Marco Friedl,0
93,David Affengruber,4,Austria,DEF,3.9,playing,0,0.0,0,0.0,,,,,87.0,David Affengruber,100.0,18.5,0.0541,50.0,0.02,55.0,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,33,2949,32.8,1,1,2,1,50,50,0.0,0.0,0.0,0.0,0.0,7,1,0,0,0.0,0.0,14,4,34,35,2,8,0,0,,,,28.6,0.43,0.12,0.07,0.25,DF,Elche,es La Liga,24.0,False,David Affengruber,0
94,Michael Svoboda,4,Austria,DEF,3.8,playing,0,0.0,0,0.0,,,,,87.0,Michael Svoboda,100.0,13.5,0.0741,35.0,0.0286,37.0,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Marko Arnautovic,4,Austria,FWD,6.0,playing,17,5.7,3,0.3,9.0,1.0,7.0,,87.0,,,150.0,0.0067,,,,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,2.0,0.0,0.0,3.0,112.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Michael Gregoritsch,4,Austria,FWD,6.0,playing,6,3.0,2,0.1,,2.0,4.0,,87.0,Michael Gregoritsch,100.0,4.65,0.2151,11.25,0.0889,11.25,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,1.0,0.0,3.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,11,913,10.1,6,2,8,5,4,5,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0.0,0.0,29,10,5,18,4,6,0,0,,,,34.5,2.86,0.99,0.17,0.5,FW,Augsburg,de Bundesliga,31.0,True,Michael Gregoritsch,0
97,Sasa Kalajdzic,4,Austria,FWD,6.0,playing,9,4.5,2,0.1,1.0,,8.0,,87.0,Sasa Kalajdzic,100.0,4.65,0.2151,11.25,0.0889,11.25,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,1.0,0.0,2.0,0.0,46.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,15,0.2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,,,"FW,MF",Wolves,eng Premier League,28.0,False,Sasa Kalajdzic,0
98,Alexander Schlager,4,Austria,GK,4.6,playing,4,1.3,3,0.3,3.0,1.0,0.0,,87.0,,,150.0,0.0067,,,,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,6.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Patrick Pentz,4,Austria,GK,4.6,playing,0,0.0,0,0.1,,,,,87.0,,,150.0,0.0067,,,,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Florian Wiegele,4,Austria,GK,3.5,playing,0,0.0,0,0.3,,,,,87.0,,,150.0,0.0067,,,,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Carney Chukwuemeka,4,Austria,MID,5.0,playing,2,1.0,2,0.7,1.0,1.0,,,87.0,Carney Chukwuemeka,100.0,6.4,0.1562,16.0,0.0625,16.5,Spain,Austria,False,Spain,1.3,5.5,10.25,0.4215,1.7,0.5184,2.62,1.93,4.85,0.4683,0.2062,0.1774,4.25,8.75,1.1,0.8226,0.5317,0.0,0.0,1.0,1.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,8,919,10.2,2,0,2,2,15,6,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,18,2,11,15,0,1,0,0,,,,11.1,1.76,0.2,0.11,1.0,"MF,FW",Dortmund,de Bundesliga,21.0,False,Carney Chukwuemeka,0
